"customerID","tenure","monthly_charges","Contract","churn","total_charges"
"5993-JSUWV",66,61.15,Two year,No,4017.45
"9833-TGFHX",42,97.1,One year,No,4016.75
"1960-UOTYM",52,79.2,Two year,No,4016.3
"9825-YCXWZ",41,101.1,One year,No,4016.2
"2347-WKKAE",42,94.4,Month-to-month,No,4014.6
"9786-YWNHU",63,63.55,Two year,No,4014.2
"5820-PTRYM",56,68.45,One year,No,4014.0
"5681-LLOEI",43,91.25,One year,No,4013.8
"2439-LYPMQ",38,102.6,Month-to-month,No,4009.2
"3055-OYMSE",53,73.8,Month-to-month,No,4003.85
"6463-MVYRY",57,69.85,Two year,No,4003.0
"8232-CTLKO",66,59.75,Two year,No,3996.8
"5196-WPYOW",67,60.05,One year,No,3994.05
"9391-DXGGG",44,89.15,One year,No,3990.75
"5312-UXESG",41,98.05,Month-to-month,No,3990.6
"2832-KJCRD",38,103.65,Month-to-month,No,3988.5
"2639-UGMAZ",71,56.45,One year,No,3985.35
"4992-LTJNE",72,55.3,Two year,No,3983.6
"0993-OSGPT",68,60.65,One year,No,3975.9
"6152-ONASV",68,58.25,One year,No,3975.7
"0549-CYCQN",51,79.6,One year,No,3974.7
"8679-LZBMD",44,90.65,One year,No,3974.15
"9688-YGXVR",44,88.15,Month-to-month,No,3973.2
"1474-JUWSM",58,68.4,One year,No,3972.25
"1697-BCSHV",58,66.8,Month-to-month,No,3970.4
"7833-PKIHD",51,76.4,One year,No,3966.3
"5446-DKWYW",61,65.2,One year,No,3965.05
"5229-DTFYB",41,98.8,Two year,No,3959.15
"3572-UOLYZ",46,84.8,Month-to-month,No,3958.85
"4648-YPBTM",53,73.9,Two year,No,3958.25
"1265-HVPZB",59,66.4,One year,No,3958.2
"8378-LKJAF",38,101.15,Month-to-month,No,3956.7
"5712-AHQNN",43,91.65,Month-to-month,No,3954.1
"6695-FRVEC",67,60.4,Two year,No,3953.7
"5461-QKNTN",43,94.3,Month-to-month,No,3953.15
"8169-SAEJD",69,56.55,Two year,No,3952.65
"0739-UUAJR",72,53.8,Two year,No,3952.45
"4626-OZDTJ",51,78.65,One year,No,3950.85
"0147-ESWWR",39,101.25,Month-to-month,No,3949.15
"1209-VFFOC",68,56.4,Two year,No,3948.45
"9695-IDRZR",34,116.15,Two year,No,3946.9
"3951-NJCVI",42,95.05,Month-to-month,No,3944.5
"0661-KBKPA",53,78.75,One year,No,3942.45
"4690-PKDQG",42,95.55,Month-to-month,No,3930.6
"0580-PIQHM",41,101.6,One year,No,3930.55
"3161-ONRWK",60,65.85,One year,No,3928.3
"5197-PYEPU",42,94.45,One year,No,3923.8
"8597-CWYHH",43,94.35,One year,No,3921.3
"8316-BBQAY",65,59.95,Two year,No,3921.1
"5188-HGMLP",54,74.0,Month-to-month,No,3919.15
"4657-FWVFY",40,96.35,Month-to-month,No,3915.4
"9786-IJYDL",35,113.2,Two year,No,3914.05
"3714-NTNFO",49,84.5,Month-to-month,No,3906.7
"5756-OZRIO",61,64.05,One year,No,3902.6
"6898-RBTLU",49,79.3,Two year,No,3902.45
"8630-QSGXK",51,75.2,Two year,No,3901.25
"4374-YMUSQ",34,116.25,One year,No,3899.05
"7641-TQFHN",39,100.55,Two year,No,3895.35
"0602-DDUML",57,69.75,Two year,No,3894.4
"5274-XHAKY",41,94.3,Month-to-month,No,3893.6
"6164-HAQTX",71,53.95,Two year,No,3888.65
"8822-KNBHV",48,83.45,One year,No,3887.85
"6807-SIWJI",38,104.85,One year,No,3887.25
"3308-JSGML",59,64.05,Two year,No,3886.85
"4480-MBMLB",36,104.8,One year,No,3886.45
"2453-SAFNS",54,72.1,One year,No,3886.05
"8097-VBQTZ",54,69.9,Month-to-month,No,3883.3
"9386-LDCZR",43,90.65,One year,No,3882.3
"2314-TNDJQ",72,55.65,Two year,No,3880.05
"6383-ZTSIW",39,99.1,One year,No,3877.95
"0810-DHDBD",52,74.0,One year,No,3877.65
"5120-ZBLAI",50,75.7,One year,No,3876.2
"4879-GZLFH",42,92.15,Month-to-month,No,3875.4
"2580-ATZSQ",65,61.35,One year,No,3874.1
"6288-CHQJB",54,69.95,Two year,No,3871.85
"0253-ZTEOB",48,79.65,Two year,No,3870.3
"2969-VAPYH",67,60.5,One year,No,3870.0
"3452-ABWRL",47,86.05,Month-to-month,No,3865.6
"2546-KZAAT",52,75.4,One year,No,3865.45
"7460-ITWWP",45,86.1,Month-to-month,No,3861.45
"8999-YPYBV",45,84.35,Two year,No,3858.05
"9359-JANWS",65,58.9,Two year,No,3857.1
"5439-WIKXB",41,94.55,Month-to-month,No,3851.45
"3067-SVMTC",68,55.9,One year,No,3848.8
"2359-KLTEK",41,94.9,Month-to-month,No,3848.0
"0239-OXEXL",46,84.25,Month-to-month,No,3847.6
"1221-GHZEP",62,65.1,Two year,No,3846.75
"5751-USDBL",46,81.0,Two year,No,3846.35
"9888-ZCUMM",64,60.05,Two year,No,3845.45
"1303-SRDOK",55,69.05,Two year,No,3842.6
"8012-SOUDQ",43,90.25,Month-to-month,No,3838.75
"5067-WJEUN",67,54.2,Two year,No,3838.2
"4118-CEVPF",35,110.8,One year,No,3836.3
"0327-WFZSY",39,100.0,One year,No,3835.55
"1621-YNCJH",36,106.05,Two year,No,3834.4
"7619-PLRLP",53,74.1,One year,No,3833.95
"7693-QPEFS",52,72.95,Month-to-month,No,3829.75
"9822-BIIGN",53,71.85,Month-to-month,No,3827.9
"7696-AMHOD",49,78.0,One year,No,3824.2
"4304-XUMGI",50,75.15,Two year,No,3822.45
"4114-QMKVN",56,68.75,One year,No,3815.4
"9795-SHUHB",66,58.2,Two year,No,3810.8
"1666-JXLKU",37,100.05,Month-to-month,No,3810.55
"1972-XMUWV",65,59.8,Two year,No,3808.2
"5791-KAJFD",56,68.75,One year,No,3808.0
"1122-YJBCS",69,53.65,One year,No,3804.4
"1116-DXXDF",39,100.45,Two year,No,3801.7
"2581-VKIRT",59,65.5,One year,No,3801.3
"5614-DNZCE",58,64.9,Two year,No,3795.45
"8819-WFGGJ",68,54.1,Two year,No,3794.5
"3969-JQABI",58,65.25,Month-to-month,No,3791.6
"0230-WEQUW",66,56.6,Two year,No,3789.2
"3704-IEAXF",72,53.65,Two year,No,3784.0
"3174-RKMOW",35,109.95,Month-to-month,No,3782.4
"1194-BHJYC",61,62.15,Two year,No,3778.85
"7688-AWMDX",71,54.5,Two year,No,3778.2
"6563-VNPMN",45,85.7,Month-to-month,No,3778.1
"5370-IIVVL",37,104.5,One year,No,3778.0
"2826-UWHIS",45,81.4,Month-to-month,No,3775.85
"5176-LDKUH",48,75.15,One year,No,3772.65
"6522-OIQSX",69,54.95,Two year,No,3772.5
"6339-RZCBJ",48,78.9,Two year,No,3771.5
"4906-ZHGPK",54,70.7,One year,No,3770.0
"7356-IWLFW",46,80.0,Month-to-month,No,3769.7
"0089-IIQKO",39,99.95,Month-to-month,No,3767.4
"4012-YCFAI",60,61.35,Two year,No,3766.2
"3528-HFRIQ",71,52.3,Month-to-month,No,3765.05
"9137-UIYPG",35,106.9,Month-to-month,No,3756.45
"6872-HXFNF",64,58.35,One year,No,3756.45
"1685-BQULA",40,93.4,Month-to-month,No,3756.4
"0440-EKDCF",62,60.15,Two year,No,3753.2
"4891-NLUBA",61,61.45,Two year,No,3751.15
"3167-SNQPL",38,101.15,Month-to-month,No,3741.85
"7596-ZYWBB",65,59.6,Two year,No,3739.8
"3863-QSTYI",59,64.65,Month-to-month,No,3735.45
"7025-IWFHT",41,89.55,One year,No,3729.75
"7621-VPNET",42,85.9,Month-to-month,No,3729.75
"5707-ZMDJP",53,69.7,Two year,No,3729.6
"5981-ZVXOT",35,108.35,One year,No,3726.15
"7872-RDDLZ",67,54.9,Month-to-month,No,3725.5
"1099-BTKWT",68,54.4,One year,No,3723.65
"0487-CRLZF",49,74.45,Two year,No,3721.9
"3452-SRFEG",49,74.6,Month-to-month,No,3720.35
"8868-GAGIO",45,84.55,Month-to-month,No,3713.95
"8165-CBKXO",66,56.75,Two year,No,3708.4
"9995-HOTOH",63,59.0,Two year,No,3707.6
"0723-FDLAY",44,85.25,One year,No,3704.15
"0177-PXBAT",33,109.9,Month-to-month,No,3694.7
"7139-JZFVG",60,60.5,Two year,No,3694.45
"6075-SLNIL",38,95.1,Month-to-month,No,3691.2
"2133-TSRRM",34,105.35,Month-to-month,No,3688.6
"4981-FLTMF",57,65.2,Month-to-month,No,3687.85
"9577-WJVCQ",68,54.45,Month-to-month,No,3687.75
"1172-VIYBP",53,69.7,Two year,No,3686.05
"8123-QBNAZ",36,104.5,Month-to-month,No,3684.95
"4091-TVOCN",48,78.75,One year,No,3682.45
"6094-ZIVKX",68,54.45,One year,No,3674.95
"0093-EXYQL",40,91.55,Month-to-month,No,3673.6
"8498-XXGWA",65,55.15,Month-to-month,No,3673.15
"1394-SUIUH",44,85.15,Month-to-month,No,3670.5
"4872-VXRIL",56,64.65,One year,No,3665.55
"7156-MXBJE",43,85.1,One year,No,3662.25
"2197-OMWGI",68,53.0,Two year,No,3656.25
"5144-TVGLP",38,94.75,Month-to-month,No,3653.0
"8627-ZYGSZ",47,78.9,One year,No,3650.35
"9701-CDXHR",51,69.15,Month-to-month,No,3649.6
"6862-CQUMB",37,96.1,Month-to-month,No,3646.8
"9053-EJUNL",41,89.2,Month-to-month,No,3645.75
"5019-GQVCR",43,84.85,Month-to-month,No,3645.6
"0114-PEGZZ",33,107.55,Month-to-month,No,3645.5
"8788-DOXSU",59,61.35,One year,No,3645.5
"9626-VFRGG",41,88.5,Month-to-month,No,3645.05
"7839-NUIAA",61,59.8,Month-to-month,No,3641.5
"1699-UOTXU",60,61.4,Two year,No,3638.25
"3181-VTHOE",70,51.05,One year,No,3635.15
"2874-YXVVA",34,105.1,Month-to-month,No,3634.8
"3745-HRPHI",66,54.65,Two year,No,3632.0
"1661-CZBAU",48,70.95,One year,No,3629.2
"7753-USQYQ",55,64.2,One year,No,3627.3
"7398-LXGYX",44,84.8,Month-to-month,No,3626.35
"9971-ZWPBF",34,108.9,Month-to-month,No,3625.2
"6762-QVYJO",58,59.75,Two year,No,3624.35
"5010-IPEAQ",67,54.2,Two year,No,3623.95
"8345-MVDYC",45,81.65,Two year,No,3618.7
"9018-PCIOK",55,64.75,Two year,No,3617.1
"8465-SBRXP",38,94.9,Two year,No,3616.25
"2731-GJRDG",32,109.55,One year,No,3608.0
"7123-WQUHX",38,95.0,One year,No,3605.6
"6549-BTYPG",60,60.8,Two year,No,3603.45
"0607-MVMGC",45,78.75,One year,No,3600.65
"7838-LAZFO",45,78.8,One year,No,3597.5
"2933-XEUJM",46,79.2,Two year,No,3593.8
"4083-BFNYK",38,95.0,One year,No,3591.25
"7131-ZQZNK",60,59.85,Two year,No,3590.2
"8847-GEOOQ",60,60.2,Month-to-month,No,3582.4
"7868-BGSZA",43,80.2,One year,No,3581.6
"7445-WMRBW",48,73.85,One year,No,3581.4
"2192-CKRLV",72,49.2,Two year,No,3580.95
"3896-RCYYE",67,53.4,Month-to-month,No,3579.15
"5129-HHMZC",43,86.45,Two year,No,3574.5
"9194-GFVOI",42,84.35,Two year,No,3571.6
"2160-GPFXD",54,65.65,Two year,No,3566.7
"5318-YKDPV",43,79.15,Two year,No,3566.6
"7982-VCELR",36,94.8,Month-to-month,No,3565.65
"0743-HNPFG",51,69.75,One year,No,3562.5
"1752-OZXFY",60,59.8,One year,No,3561.15
"8329-GWVPJ",50,69.75,Month-to-month,No,3557.7
"3588-WSTTJ",35,99.05,Month-to-month,No,3554.6
"2716-GFZOR",43,86.1,Month-to-month,No,3551.65
"6572-ADKRS",46,74.8,Month-to-month,No,3548.3
"2452-SNHFZ",47,75.45,Month-to-month,No,3545.1
"1996-DBMUS",48,70.65,Month-to-month,No,3545.05
"5816-QVHRX",37,100.3,Month-to-month,No,3541.4
"7925-PNRGI",45,81.3,Month-to-month,No,3541.1
"2697-NQBPF",34,105.35,Month-to-month,No,3540.65
"7654-YWJUF",43,84.25,One year,No,3539.25
"3230-IUALN",45,81.0,Two year,No,3533.6
"9174-IHETN",50,70.35,Two year,No,3533.6
"5982-FPVQN",37,95.15,Month-to-month,No,3532.85
"9812-GHVRI",40,83.85,Month-to-month,No,3532.25
"0080-OROZO",35,99.25,One year,No,3532.0
"7994-XIRTR",54,65.25,One year,No,3529.95
"0899-LIIBW",34,100.85,Month-to-month,No,3527.3
"1814-WFGVS",72,48.9,Two year,No,3527.0
"8313-AFGBW",47,73.6,Two year,No,3522.65
"3813-DHBBB",67,50.95,Two year,No,3521.7
"9906-NHHVC",65,53.5,Two year,No,3517.9
"7054-DMVAS",54,65.3,Two year,No,3512.9
"1472-TNCWL",36,94.7,Month-to-month,No,3512.5
"5127-BZENZ",56,65.2,One year,No,3512.15
"5232-NXPAY",47,74.45,Two year,No,3510.3
"3950-VPYJB",57,59.6,One year,No,3509.4
"3638-WEABW",58,59.9,Two year,No,3505.1
"3055-VTCGS",63,58.55,One year,No,3503.5
"3557-HTYWR",47,74.05,Two year,No,3496.3
"1177-XZBJL",53,64.15,One year,No,3491.55
"6906-MPARY",40,89.6,One year,No,3488.15
"6388-TABGU",62,56.15,One year,No,3487.95
"0263-FJTQO",50,70.5,Two year,No,3486.65
"9372-TXXPS",60,59.85,Two year,No,3483.45
"4578-PHJYZ",52,68.75,One year,No,3482.85
"7779-ORAEL",45,75.15,Two year,No,3480.35
"3717-LNXKW",38,91.7,Month-to-month,No,3479.05
"7670-ZBPOQ",58,61.05,One year,No,3478.75
"3021-VLNRJ",50,70.8,One year,No,3478.15
"0396-YCHWO",36,95.4,Month-to-month,No,3474.2
"5915-DGNVC",49,71.8,One year,No,3472.05
"1121-QSIVB",44,77.55,One year,No,3471.1
"4097-YODCF",34,103.8,One year,No,3470.8
"2430-RRYUW",66,54.8,One year,No,3465.7
"8059-UDZFY",33,105.35,Month-to-month,No,3465.05
"0334-ZFJSR",55,66.05,One year,No,3462.1
"5161-XEUVX",37,94.3,Two year,No,3460.95
"9027-TMATR",43,78.8,Two year,No,3460.3
"7018-FPXHH",56,59.8,Two year,No,3457.45
"4726-DLWQN",50,70.35,Month-to-month,No,3454.6
"4238-JSSWH",35,102.05,Month-to-month,No,3452.55
"7633-MVPUY",57,59.75,Two year,No,3450.15
"0848-SOMKO",70,48.4,Two year,No,3442.8
"2391-IPLOP",50,69.65,One year,No,3442.15
"5119-KEPFY",36,95.0,Month-to-month,No,3440.25
"3481-JHUZH",41,80.25,Month-to-month,No,3439.0
"6851-WEFYX",35,100.8,Month-to-month,No,3437.5
"0699-NDKJM",57,58.75,Month-to-month,No,3437.45
"0667-NSRGI",48,69.55,One year,No,3435.6
"0254-WWRKD",67,50.55,One year,No,3431.75
"8050-XGRVL",62,54.75,One year,No,3425.35
"5256-SKJGO",64,54.6,Two year,No,3423.5
"8550-XSXUQ",48,70.55,One year,No,3420.5
"4632-XJMEX",53,62.85,One year,No,3419.5
"9469-WEJBT",37,90.35,Month-to-month,No,3419.3
"5302-BDJNT",35,95.5,Month-to-month,No,3418.2
"7138-GIRSH",50,69.5,Two year,No,3418.2
"2325-WINES",32,104.05,One year,No,3416.85
"7483-IQWIB",37,92.95,Month-to-month,No,3415.25
"6116-RFVHN",34,100.45,Month-to-month,No,3414.65
"9281-OFDMF",39,90.7,Month-to-month,No,3413.25
"8777-PVYGU",52,64.3,One year,No,3410.6
"4947-DSMXK",34,97.7,Month-to-month,No,3410.0
"0757-WCUUZ",54,63.35,Two year,No,3409.1
"8547-NSBBO",35,96.75,Month-to-month,No,3403.4
"8259-DZLIZ",64,53.85,One year,No,3399.85
"3503-TYDAY",43,80.45,Month-to-month,No,3398.9
"6681-ZSEXG",56,59.5,Two year,No,3389.25
"0365-TRTPY",37,91.2,Month-to-month,No,3382.3
"8670-MEFCP",36,92.9,Two year,No,3379.25
"4872-JCVCA",71,47.6,Two year,No,3377.8
"4522-XRWWI",42,80.45,One year,No,3375.9
"8434-PNQZX",42,78.45,Two year,No,3373.4
"2207-QPJED",37,90.0,Month-to-month,No,3371.75
"1506-YJTYT",45,73.85,Two year,No,3371.0
"4312-GVYNH",70,49.85,Two year,No,3370.2
"9576-SYUHJ",37,91.15,Month-to-month,No,3369.25
"7586-ZATGZ",40,84.9,Month-to-month,No,3369.05
"0376-OIWME",36,93.6,Month-to-month,No,3366.05
"6522-YRBXD",35,94.55,Month-to-month,No,3365.4
"0277-ORXQS",66,50.55,Two year,No,3364.55
"7691-KGKGP",53,65.0,Month-to-month,No,3363.8
"2911-IJORQ",37,90.6,One year,No,3358.65
"7470-DYNOE",53,61.1,One year,No,3357.9
"4851-BQDNX",40,85.05,One year,No,3355.65
"5227-JSCFE",71,46.35,Two year,No,3353.4
"2192-OZITF",45,73.55,Two year,No,3349.1
"0725-CXOTM",36,89.65,One year,No,3348.1
"5181-OABFK",56,61.3,Two year,No,3346.8
"1307-TVUFB",42,79.35,Month-to-month,No,3344.1
"0380-NEAVX",34,99.85,One year,No,3343.15
"4568-KNYWR",52,63.25,Two year,No,3342.45
"1024-KPRBB",38,89.1,One year,No,3342.0
"2672-TGEFF",37,88.8,Month-to-month,No,3340.55
"5651-CRHKQ",41,86.2,One year,No,3339.05
"6203-HBZPA",52,63.9,Two year,No,3334.95
"2809-ZMYOQ",32,101.35,Month-to-month,No,3334.9
"4254-QPEDE",52,66.25,Two year,No,3330.1
"6647-ZEDXT",30,110.45,One year,No,3327.05
"4702-HDRKD",67,49.35,One year,No,3321.35
"8879-ZKJOF",41,79.85,One year,No,3320.75
"8709-KRDVL",33,100.0,Month-to-month,No,3320.6
"3605-JISKB",55,60.0,One year,No,3316.1
"2824-MYYBN",37,95.25,Month-to-month,No,3314.15
"9003-CPATH",42,79.9,Month-to-month,No,3313.4
"9755-JHNMN",49,67.4,Two year,No,3306.85
"2974-GGUXS",36,91.95,Month-to-month,No,3301.05
"7037-MTYVW",38,85.4,Two year,No,3297.0
"9640-ZSLDC",53,60.6,One year,No,3297.0
"6080-TCMYC",40,81.2,Month-to-month,No,3292.3
"4636-OLWOE",54,61.0,One year,No,3283.05
"3489-VSFRD",56,60.25,One year,No,3282.75
"5397-NSKQG",67,50.9,Two year,No,3281.65
"9921-EZKBY",33,95.3,Month-to-month,No,3275.15
"7153-CHRBV",57,59.3,One year,No,3274.35
"4194-FJARJ",54,60.0,Two year,No,3273.95
"6959-GQEGV",45,75.95,Month-to-month,No,3273.8
"1932-UEDCX",33,100.6,Month-to-month,No,3270.25
"0134-XWXCE",44,74.85,One year,No,3268.05
"3474-BAFSJ",57,57.5,Two year,No,3265.95
"0440-MOGPM",41,80.55,One year,No,3263.9
"7110-BDTWG",71,47.05,Two year,No,3263.6
"8587-XYZSF",67,50.55,Two year,No,3260.1
"4501-UYKBC",46,69.1,One year,No,3255.35
"2351-BKRZW",43,75.2,Two year,No,3254.35
"3537-RYBHH",47,67.45,Month-to-month,No,3252.0
"5498-IBWPI",66,49.4,One year,No,3251.85
"2758-RNWXS",35,89.2,One year,No,3251.3
"4682-BLBUC",44,70.95,One year,No,3250.45
"7128-GGCNO",46,72.8,Month-to-month,No,3249.4
"0048-LUMLS",37,91.2,One year,No,3247.55
"8510-TMWYB",54,59.8,Two year,No,3246.45
"6701-DHKWQ",61,51.35,Two year,No,3244.4
"8800-ZKRFW",30,107.5,Month-to-month,No,3242.5
"5696-JVVQY",48,70.1,Two year,No,3238.4
"5110-CHOPY",60,53.6,Two year,No,3237.05
"6745-JEFZB",35,91.5,Month-to-month,No,3236.35
"2361-UPSND",46,70.6,One year,No,3231.05
"5135-RDDQL",63,50.65,Two year,No,3221.25
"9738-QLWTP",39,81.9,One year,No,3219.75
"1641-RQDAY",32,100.4,Month-to-month,No,3217.65
"9762-YAQAA",39,81.4,One year,No,3213.75
"1552-AAGRX",30,106.4,Month-to-month,No,3211.9
"9917-KWRBE",41,78.35,One year,No,3211.2
"3566-CAAYU",64,49.85,Two year,No,3210.35
"7013-PSXHK",40,80.75,One year,No,3208.65
"1550-EENBN",31,104.35,Month-to-month,No,3205.6
"6030-REHUX",28,110.85,Month-to-month,No,3204.4
"2676-SSLTO",49,66.15,Two year,No,3199.0
"3164-YAXFY",57,53.75,Month-to-month,No,3196.0
"2669-QVCRG",41,81.3,Month-to-month,No,3190.65
"9508-ILZDG",34,96.35,Month-to-month,No,3190.25
"5032-USPKF",38,84.1,One year,No,3187.65
"7576-ASEJU",41,74.7,One year,No,3187.65
"1421-HCERK",30,105.7,Month-to-month,No,3181.8
"2378-HTWFW",35,91.0,Month-to-month,No,3180.5
"8780-YRMTT",66,47.4,Two year,No,3177.25
"0412-UCCNP",55,59.2,Two year,No,3175.85
"7100-FQPRV",43,71.9,One year,No,3173.35
"7672-VFMXZ",57,55.7,Month-to-month,No,3171.6
"1702-CCFNJ",52,61.35,Month-to-month,No,3169.55
"0585-EGDDA",40,80.0,Month-to-month,No,3168.75
"7502-BNYGS",46,69.1,Month-to-month,No,3168.0
"4859-ZSRDZ",58,55.5,Two year,No,3166.9
"5198-HQAEN",35,89.7,One year,No,3165.6
"3865-QBWSJ",38,80.45,Month-to-month,No,3162.65
"9470-XCCEM",35,89.65,Month-to-month,No,3161.6
"2842-BCQGE",43,75.35,Month-to-month,No,3161.4
"5886-VLQVU",35,89.85,Month-to-month,No,3161.2
"4547-FZJWE",55,59.45,One year,No,3157.0
"2921-XWDJH",38,83.45,Month-to-month,No,3147.15
"3312-UUMZW",32,98.85,Month-to-month,No,3145.9
"2239-CGBUZ",51,60.5,One year,No,3145.15
"2603-HVKCG",31,101.4,Month-to-month,No,3143.65
"2240-HSJQD",38,81.85,Month-to-month,No,3141.7
"9286-BHDQG",72,45.25,Two year,No,3139.8
"6195-MELTI",57,54.65,One year,No,3134.7
"2896-TBNBE",40,80.8,One year,No,3132.75
"8400-WZICQ",55,55.7,Month-to-month,No,3131.8
"8947-YRTDV",32,94.8,One year,No,3131.55
"5913-INRQV",34,90.15,One year,No,3128.8
"2190-BCXEC",40,78.85,Month-to-month,No,3126.85
"2516-XSJKX",41,78.45,Two year,No,3126.45
"6896-SRVYQ",44,73.85,Month-to-month,No,3122.4
"3399-BMLVW",51,60.5,Two year,No,3121.45
"2253-KPMNB",69,46.25,Two year,No,3121.4
"2107-FBPTK",30,104.1,Month-to-month,No,3121.1
"1335-MXCSE",55,55.25,Two year,No,3119.9
"9102-OXKFY",59,54.15,Two year,No,3116.15
"5095-ETBRJ",55,56.8,Two year,No,3112.05
"7954-MLBUN",31,99.45,Two year,No,3109.9
"7776-QGYJC",39,81.5,Month-to-month,No,3107.3
"5792-JALQC",52,59.85,Two year,No,3103.25
"9610-WCESF",67,43.9,Two year,No,3097.2
"3161-GETRM",34,90.05,Month-to-month,No,3097.0
"4998-IKFSE",30,100.45,Month-to-month,No,3096.9
"9114-AAFQH",48,65.65,One year,No,3094.65
"7733-UDMTP",57,55.0,Month-to-month,No,3094.05
"7422-WNBTY",33,93.35,Month-to-month,No,3092.0
"7682-AZNDK",34,89.85,Month-to-month,No,3091.75
"8591-NXRCV",41,74.65,Month-to-month,No,3090.65
"1139-WUOAH",57,53.35,Two year,No,3090.05
"6088-BXMRG",32,98.85,Month-to-month,No,3089.6
"8728-SKJLR",41,74.25,Month-to-month,No,3089.1
"2405-LBMUW",61,50.7,One year,No,3088.75
"5269-NRGDP",42,73.15,One year,No,3088.25
"8756-RDDLT",68,44.95,Month-to-month,No,3085.35
"6516-NKQBO",38,81.0,Two year,No,3084.9
"5150-LJNSR",31,98.05,One year,No,3082.1
"7876-AEHIG",51,60.15,One year,No,3077.0
"3999-WRNGR",60,49.75,Month-to-month,No,3069.45
"6504-VBLFL",55,58.6,Two year,No,3068.6
"1768-HNVGJ",45,70.05,Month-to-month,No,3062.45
"8401-EMUWF",42,69.4,Month-to-month,No,3058.3
"0562-KBDVM",70,44.6,Two year,No,3058.15
"8166-ORCHU",33,93.55,One year,No,3055.5
"2550-AEVRU",57,53.45,One year,No,3053.0
"6374-AFWOX",46,65.65,Two year,No,3047.15
"5944-UGLLK",53,54.9,One year,No,3045.75
"8878-RYUKI",52,59.45,Month-to-month,No,3043.7
"3401-URHDA",51,59.9,One year,No,3043.6
"4549-ZDQYY",52,57.95,One year,No,3042.25
"5762-TJXGK",52,58.75,Two year,No,3038.55
"8996-ZROXE",57,53.5,One year,No,3035.8
"5825-XJOCM",48,64.4,One year,No,3035.35
"4622-YNKIJ",33,88.95,Two year,No,3027.65
"5386-THSLQ",66,45.55,One year,No,3027.25
"9782-LGXMC",49,61.75,Month-to-month,No,3024.15
"4377-VDHYI",32,90.8,One year,No,3023.85
"4342-HFXWS",48,69.7,One year,No,3023.65
"1163-ONYEY",41,74.55,Month-to-month,No,3023.55
"5499-ECUTN",47,66.05,One year,No,3021.45
"6874-SGLHU",30,97.0,One year,No,3021.3
"9150-HEPMB",56,52.7,One year,No,3019.7
"2402-TAIRZ",37,80.05,One year,No,3019.1
"2985-JUUBZ",40,74.55,Month-to-month,No,3015.75
"1282-IHQAC",70,44.05,One year,No,3011.65
"3174-AKMAS",46,64.2,Two year,No,3009.5
"7599-NTMDP",62,48.7,Two year,No,3008.55
"2105-PHWON",33,95.0,Month-to-month,No,3008.15
"7771-CFQRQ",47,63.8,Two year,No,3007.25
"9501-UKKNL",59,51.7,Month-to-month,No,3005.8
"7951-VRDVK",36,85.85,One year,No,3003.55
"4636-JGAAI",34,88.85,Month-to-month,No,3000.25
"1104-TNLZA",28,105.8,Month-to-month,No,2998.0
"9693-XMUOB",59,50.25,Month-to-month,No,2997.45
"2495-KZNFB",33,90.65,Month-to-month,No,2989.6
"0657-DOGUM",48,60.6,One year,No,2985.25
"2137-DQMEV",68,44.8,One year,No,2983.65
"6578-KRMAW",32,93.4,Month-to-month,No,2979.3
"5899-OUVKV",31,94.5,Month-to-month,No,2979.2
"3714-XPXBW",37,78.9,Month-to-month,No,2976.95
"7748-UMTRK",30,101.3,Month-to-month,No,2974.5
"4826-TZEVA",40,74.8,Month-to-month,No,2971.7
"0674-DGMAQ",32,93.5,Month-to-month,No,2970.8
"6322-HRPFA",49,59.6,Month-to-month,No,2970.3
"6008-NAIXK",54,55.45,One year,No,2966.95
"3908-MKIMJ",68,41.95,Two year,No,2965.75
"3001-UNBTL",29,103.95,Month-to-month,No,2964.8
"8849-AYPTR",33,91.25,Month-to-month,No,2964.05
"8329-UTMVM",27,104.65,One year,No,2964.0
"0526-SXDJP",72,42.1,Two year,No,2962.0
"1534-OULXE",61,49.7,One year,No,2961.4
"0567-XRHCU",69,43.95,Two year,No,2960.1
"9200-NLNPD",56,54.05,One year,No,2959.8
"9142-KZXOP",44,68.85,Month-to-month,No,2958.95
"2692-BUCFV",29,101.45,Month-to-month,No,2948.6
"1855-AGAWH",31,93.8,One year,No,2939.8
"1910-FMXJM",36,80.4,Month-to-month,No,2937.65
"1482-OXZSY",30,100.4,Month-to-month,No,2936.25
"6723-CEGQI",65,45.25,Two year,No,2933.95
"5325-UWTWJ",31,90.55,Month-to-month,No,2929.75
"9060-HJJRW",51,56.4,One year,No,2928.5
"2408-PSJVE",44,61.9,Month-to-month,No,2924.05
"0635-WKOLD",40,70.75,One year,No,2921.75
"9830-ECLEN",58,50.0,One year,No,2919.85
"1028-FFNJK",30,101.5,Month-to-month,No,2917.65
"9592-ERDKV",37,79.25,One year,No,2911.8
"4611-ANLQC",60,50.05,One year,No,2911.5
"3192-LNKRK",34,84.05,Month-to-month,No,2909.95
"6718-BDGHG",43,64.85,One year,No,2908.2
"9000-PLFUZ",60,49.45,Two year,No,2907.55
"6171-ZTVYB",43,66.25,Month-to-month,No,2907.35
"4821-SJHJV",32,89.6,Month-to-month,No,2901.8
"0743-HRVFF",51,56.15,One year,No,2898.95
